identifier;used
105004872400;NaN
105001298760;NaN
85149863065;NaN
85121233629;NaN
105014740872;NaN
105008586332;NaN
85214246299;NaN
85199033859;NaN
85193909792;NaN
105004039711;NaN
85218272471;NaN
85212830765;NaN
85195261549;NaN
85081923776;NaN
85114806307;NaN
85115386989;NaN
105001016699;NaN
85147564959;NaN
105005418966;NaN
85102425635;NaN
105004874335;NaN
85214380457;NaN
85182424548;NaN
105001139275;NaN
105010586507;NaN
105000702279;NaN
85141229017;NaN
85089092141;NaN
85119916807;NaN
85108422789;NaN
85201758975;NaN
85216380647;NaN
85139930068;NaN
85142088540;NaN
85115072004;NaN
85218877006;NaN
105017224618;NaN
85111848262;NaN
85082400458;NaN
105014799070;NaN
85188534388;NaN
85206475423;NaN
85207774542;NaN
85217413494;NaN
105014001395;NaN
85182377800;NaN
85202897313;NaN
85107114207;NaN
85213328119;NaN
105001507783;NaN
85076286169;NaN
85218365875;NaN
85150755422;NaN
85209657547;NaN
105007641761;NaN
85071615346;NaN
105002897922;NaN
105010933803;NaN
85179005476;NaN
85094325999;NaN
85153567489;NaN
105007622322;NaN
85207286282;NaN
85183872086;NaN
85219684451;NaN
85140887909;NaN
85199318764;NaN
85213540557;NaN
85103950752;NaN
85104947027;NaN
85165375828;NaN
85196152325;NaN
85203819137;NaN
85179077360;NaN
85151817584;NaN
85192671802;NaN
105010330621;NaN
105015981637;NaN
85099794565;NaN
85122348896;NaN
85169918913;NaN
85175146512;NaN
105007787370;NaN
85182605168;NaN
86000445492;NaN
85090578172;NaN
85214338122;NaN
85141402908;NaN
85074642850;NaN
85163784482;NaN
105016841177;NaN
85098673901;NaN
85126313963;NaN
105009894865;NaN
85135449344;NaN
85090031993;NaN
85093479136;NaN
85076459304;NaN
105018199834;NaN
85111708489;NaN
85202895097;NaN
105021079912;NaN
85210293600;NaN
85159931512;NaN
85097873262;NaN
85191314984;NaN
85143913348;NaN
105013670856;NaN
85212417350;NaN
85173467038;NaN
85141940222;NaN
85083790059;NaN
85109881954;NaN
105002659049;NaN


























